order,structure_ID,lowered_ID,structure_id_path,very_general_region,general_region,full_structure_name,collapsed_region_name,abbreviation,collapsed_region,other_abbreviation,other_abbreviation_defined,layer,sunburst,R,G,B
826,603,593,/997/1009/991/768/1099/603/,fiber tracts,fiber tracts,fimbria,fimbria,fi,fi,,,,"fi: rgb(203,200,203)",203,200,203
827,737,#N/A,/997/1009/991/768/1099/737/,fiber tracts,fiber tracts,postcommissural fornix,postcommissural fornix,fxpo,fxpo,,,,"fxpo: rgb(200,200,201)",200,200,201
828,428,418,/997/1009/991/768/1099/737/428/,fiber tracts,fiber tracts,medial corticohypothalamic tract,medial corticohypothalamic tract,mct,mct,,,,"mct: rgb(204,200,204)",204,200,204
829,436,426,/997/1009/991/768/1099/737/436/,fiber tracts,fiber tracts,columns of the fornix,columns of the fornix,fx,fx,,,,"fx: rgb(199,200,202)",199,200,202
830,618,#N/A,/997/1009/991/768/1099/618/,fiber tracts,fiber tracts,hippocampal commissures,hippocampal commissures,hc,hc,,,,"hc: rgb(201,201,204)",201,201,204
831,443,433,/997/1009/991/768/1099/618/443/,fiber tracts,fiber tracts,dorsal hippocampal commissure,dorsal hippocampal commissure,dhc,dhc,,,,"dhc: rgb(201,204,201)",201,204,201
832,449,439,/997/1009/991/768/1099/618/449/,fiber tracts,fiber tracts,ventral hippocampal commissure,ventral hippocampal commissure,vhc,vhc,,,,"vhc: rgb(200,201,201)",200,201,201
833,301,291,/997/1009/991/768/301/,fiber tracts,fiber tracts,stria terminalis,stria terminalis,st,st,,,,"st: rgb(200,203,199)",200,203,199
834,484682528,1284,/997/1009/991/768/301/484682528/,fiber tracts,fiber tracts,commissural branch of stria terminalis,commissural branch of stria terminalis,stc,stc,,,,"stc: rgb(199,202,200)",199,202,200
835,824,#N/A,/997/1009/991/824/,fiber tracts,fiber tracts,hypothalamus related,hypothalamus related,mfsbshy,mfsbshy,,,,"mfsbshy: rgb(200,204,201)",200,204,201
836,54,49,/997/1009/991/824/54/,fiber tracts,fiber tracts,medial forebrain bundle,medial forebrain bundle,mfb,mfb,,,,"mfb: rgb(203,204,203)",203,204,203
837,349,339,/997/1009/991/824/349/,fiber tracts,fiber tracts,supraoptic commissures,supraoptic commissures,sup,sup,,,,"sup: rgb(204,202,201)",204,202,201
838,46,#N/A,/997/1009/991/824/46/,fiber tracts,fiber tracts,mammillary related,mammillary related,mfbsma,mfbsma,,,,"mfbsma: rgb(204,203,203)",204,203,203
839,753,743,/997/1009/991/824/46/753/,fiber tracts,fiber tracts,principal mammillary tract,principal mammillary tract,pm,pm,,,,"pm: rgb(200,203,202)",200,203,202
840,690,680,/997/1009/991/824/46/690/,fiber tracts,fiber tracts,mammillothalamic tract,mammillothalamic tract,mtt,mtt,,,,"mtt: rgb(199,201,204)",199,201,204
841,681,671,/997/1009/991/824/46/681/,fiber tracts,fiber tracts,mammillotegmental tract,mammillotegmental tract,mtg,mtg,,,,"mtg: rgb(200,200,200)",200,200,200
842,673,663,/997/1009/991/824/46/673/,fiber tracts,fiber tracts,mammillary peduncle,mammillary peduncle,mp,mp,,,,"mp: rgb(204,202,200)",204,202,200
843,1083,#N/A,/997/1009/991/824/1083/,fiber tracts,fiber tracts,epithalamus related,epithalamus related,mfbse,mfbse,,,,"mfbse: rgb(200,199,203)",200,199,203
844,802,792,/997/1009/991/824/1083/802/,fiber tracts,fiber tracts,stria medullaris,stria medullaris,sm,sm,,,,"sm: rgb(204,201,200)",204,201,200
845,595,585,/997/1009/991/824/1083/595/,fiber tracts,fiber tracts,fasciculus retroflexus,fasciculus retroflexus,fr,fr,,,,"fr: rgb(199,202,201)",199,202,201
846,611,601,/997/1009/991/824/1083/611/,fiber tracts,fiber tracts,habenular commissure,habenular commissure,hbc,hbc,,,,"hbc: rgb(200,204,199)",200,204,199
847,73,#N/A,/997/73/,ventricular systems,ventricular systems,ventricular systems,ventricular systems,VS,VS,,,,"VS: rgb(170,168,170)",170,168,170
848,81,76,/997/73/81/,ventricular systems,ventricular systems,lateral ventricle,lateral ventricle,VL,VL,,,,"VL: rgb(168,170,170)",168,170,170
849,98,93,/997/73/81/98/,ventricular systems,ventricular systems,subependymal zone,subependymal zone,SEZ,SEZ,,,,"SEZ: rgb(170,168,169)",170,168,169
850,108,103,/997/73/81/108/,ventricular systems,ventricular systems,choroid plexus,choroid plexus,chpl,chpl,,,,"chpl: rgb(169,170,168)",169,170,168
851,129,124,/997/73/129/,ventricular systems,ventricular systems,third ventricle,third ventricle,V3,V3,,,,"V3: rgb(168,169,170)",168,169,170
852,140,135,/997/73/140/,ventricular systems,ventricular systems,cerebral aqueduct,cerebral aqueduct,AQ,AQ,,,,"AQ: rgb(169,169,168)",169,169,168
853,145,140,/997/73/145/,ventricular systems,ventricular systems,fourth ventricle,fourth ventricle,V4,V4,,,,"V4: rgb(170,169,167)",170,169,167
854,153,148,/997/73/145/153/,ventricular systems,ventricular systems,lateral recess,lateral recess,V4r,V4r,,,,"V4r: rgb(169,170,167)",169,170,167
855,164,159,/997/73/164/,ventricular systems,ventricular systems,"central canal, spinal cord/medulla","central canal, spinal cord/medulla",c,c,,,,"c: rgb(167,170,169)",167,170,169
