neurotransmitter,class,subclass,supertype,cluster
,,,,2795 PAG-SC Neurod2 Meis2 Glut_4
,,,,2796 PAG-SC Neurod2 Meis2 Glut_4
,,,,2797 PAG-SC Neurod2 Meis2 Glut_4
,,,,2798 PAG Pou4f3 Glut_1
,,,,2799 PAG Pou4f3 Glut_1
,,,,2800 PAG Pou4f3 Glut_1
,,,,2801 PAG Pou4f3 Glut_1
,,,,2802 PAG Pou4f3 Glut_1
,,,,2803 PAG Pou4f3 Glut_1
,,,,2804 PAG Pou4f3 Glut_1
,,,,2805 PAG Pou4f3 Glut_1
,,,,2806 PAG Pou4f3 Glut_1
,,,,2807 PAG Pou4f3 Glut_1
,,,,2808 PAG Pou4f3 Glut_2
,,,,2809 PAG Pou4f3 Glut_2
,,,,2810 PAG Pou4f3 Glut_2
,,,,2811 PAG Pou4f3 Glut_3
,,,,2812 PAG Pou4f3 Glut_3
,,,,2813 CUN Evx2 Lhx2 Glut_1
,,,,2814 CUN Evx2 Lhx2 Glut_1
,,,,2815 CUN Evx2 Lhx2 Glut_1
,,,,2816 CUN Evx2 Lhx2 Glut_1
,,,,2817 CUN Evx2 Lhx2 Glut_1
,,,,2818 CUN Evx2 Lhx2 Glut_1
,,,,2819 CUN Evx2 Lhx2 Glut_2
,,,,2820 CUN Evx2 Lhx2 Glut_2
,,,,2821 CUN Evx2 Lhx2 Glut_2
,,,,2822 CUN Evx2 Lhx2 Glut_2
,,,,2823 CUN Evx2 Lhx2 Glut_2
,,,,2824 CUN Evx2 Lhx2 Glut_2
,,,,2825 CUN Evx2 Lhx2 Glut_2
,,,,2826 CUN Evx2 Lhx2 Glut_3
,,,,2827 CUN Evx2 Lhx2 Glut_3
,,,,2828 CUN Evx2 Lhx2 Glut_3
,,,,2829 CUN Evx2 Lhx2 Glut_3
,,,,2830 CUN Evx2 Lhx2 Glut_3
,,,,2831 CUN Evx2 Lhx2 Glut_3
,,,,2832 CUN Evx2 Lhx2 Glut_4
,,,,2833 CUN Evx2 Lhx2 Glut_4
,,,,2834 CUN Evx2 Lhx2 Glut_4
,,,,2835 CUN Evx2 Lhx2 Glut_4
,,,,2836 CUN Evx2 Lhx2 Glut_4
,,,,2837 CUN Evx2 Lhx2 Glut_5
,,,,2838 CUN Evx2 Lhx2 Glut_5
,,,,2839 CUN Evx2 Lhx2 Glut_5
,,,,2840 CUN Evx2 Lhx2 Glut_5
,,,,2841 APN C1ql2 Glut_1
,,,,2842 APN C1ql2 Glut_1
,,,,2843 APN C1ql2 Glut_1
,,,,2844 APN C1ql2 Glut_1
,,,,2845 APN C1ql2 Glut_1
,,,,2846 APN C1ql2 Glut_1
,,,,2847 APN C1ql2 Glut_1
,,,,2848 APN C1ql4 Glut_1
,,,,2849 APN C1ql4 Glut_1
,,,,2850 APN C1ql4 Glut_1
,,,,2851 APN C1ql4 Glut_1
,,,,2852 APN C1ql4 Glut_1
,,,,2853 APN C1ql4 Glut_1
,,,,2854 APN C1ql4 Glut_1
,,,,2855 APN C1ql4 Glut_1
,,,,2856 APN C1ql4 Glut_1
,,,,2857 PAG-MRN Pou3f1 Glut_1
,,,,2858 PAG-MRN Pou3f1 Glut_1
,,,,2859 PAG-MRN Pou3f1 Glut_1
,,,,2860 PAG-MRN Pou3f1 Glut_1
,,,,2861 PAG-MRN Pou3f1 Glut_1
,,,,2862 PAG-MRN Pou3f1 Glut_1
,,,,2863 PAG-MRN Pou3f1 Glut_1
,,,,2864 PAG-MRN Pou3f1 Glut_1
,,,,2865 PAG-MRN Pou3f1 Glut_1
,,,,2866 PAG-MRN Pou3f1 Glut_1
,,,,2867 PAG-MRN Pou3f1 Glut_1
,,,,2868 PAG-MRN Pou3f1 Glut_2
,,,,2869 PAG-MRN Pou3f1 Glut_3
,,,,2870 PAG-MRN Pou3f1 Glut_4
,,,,2871 PAG-MRN Pou3f1 Glut_4
,,,,2872 PAG-MRN Pou3f1 Glut_4
,,,,2873 PAG-MRN Pou3f1 Glut_4
,,,,2874 PAG-MRN Pou3f1 Glut_5
,,,,2875 PAG-MRN Pou3f1 Glut_5
,,,,2876 PAG-MRN Pou3f1 Glut_5
,,,,2877 PAG-MRN Pou3f1 Glut_5
,,,,2878 PAG-MRN Pou3f1 Glut_5
,,,,2879 PAG-MRN Pou3f1 Glut_6
,,,,2880 PAG-MRN Pou3f1 Glut_6
,,,,2881 PAG-MRN Pou3f1 Glut_6
,,,,2882 PAG-MRN Pou3f1 Glut_6
,,,,2883 PAG-MRN Pou3f1 Glut_6
,,,,2884 MRN Pou3f1 C1ql4 Glut_1
,,,,2885 MRN Pou3f1 C1ql4 Glut_1
,,,,2886 MRN Pou3f1 C1ql4 Glut_1
,,,,2887 MRN Pou3f1 C1ql4 Glut_1
,,,,2888 MRN Pou3f1 C1ql4 Glut_1
,,,,2889 MRN Pou3f1 C1ql4 Glut_1
,,,,2890 MRN Pou3f1 C1ql4 Glut_2
,,,,2891 MRN Pou3f1 C1ql4 Glut_2
,,,,2892 MRN Pou3f1 C1ql4 Glut_2
,,,,2893 MRN Pou3f1 C1ql4 Glut_2
,,,,2894 MRN Pou3f1 C1ql4 Glut_2
,,,,2895 MRN Pou3f1 C1ql4 Glut_3
,,,,2896 MRN Pou3f1 C1ql4 Glut_3
,,,,2897 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2898 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2899 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2900 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2901 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2902 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2903 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2904 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2905 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2906 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2907 PRC-PAG Tcf7l2 Irx2 Glut_1
,,,,2908 PRC-PAG Tcf7l2 Irx2 Glut_2
,,,,2909 PRC-PAG Tcf7l2 Irx2 Glut_2
,,,,2910 PRC-PAG Tcf7l2 Irx2 Glut_2
,,,,2911 PRC-PAG Tcf7l2 Irx2 Glut_2
,,,,2912 PRC-PAG Tcf7l2 Irx2 Glut_2
,,,,2913 PRC-PAG Tcf7l2 Irx2 Glut_2
,,,,2914 PRC-PAG Tcf7l2 Irx2 Glut_2
,,,,2915 PRC-PAG Tcf7l2 Irx2 Glut_2
,,,,2916 PRC-PAG Tcf7l2 Irx2 Glut_3
,,,,2917 PRC-PAG Tcf7l2 Irx2 Glut_3
,,,,2918 PRC-PAG Tcf7l2 Irx2 Glut_3
,,,,2919 PRC-PAG Tcf7l2 Irx2 Glut_3
,,,,2920 PRC-PAG Tcf7l2 Irx2 Glut_4
,,,,2921 PRC-PAG Tcf7l2 Irx2 Glut_5
,,,,2922 PRC-PAG Tcf7l2 Irx2 Glut_5
,,,,2923 PRC-PAG Tcf7l2 Irx2 Glut_5
,,,,2924 PRC-PAG Tcf7l2 Irx2 Glut_5
,,,,2925 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2926 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2927 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2928 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2929 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2930 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2931 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2932 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2933 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2934 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2935 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2936 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2937 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1
,,,,2938 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2
,,,,2939 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2
,,,,2940 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2
,,,,2941 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2
,,,,2942 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2
,,,,2943 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2
,,,,2944 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2
,,,,2945 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2
,,,,2946 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3
,,,,2947 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3
,,,,2948 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3
,,,,2949 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3
,,,,2950 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3
,,,,2951 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3
,,,,2952 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3
,,,,2953 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3
,,,,2954 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3
,,,,2955 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3
,,,,2956 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4
,,,,2957 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4
,,,,2958 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4
,,,,2959 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4
,,,,2960 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4
,,,,2961 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4
,,,,2962 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4
,,,,2963 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4
,,,,2964 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4
,,,,2965 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5
,,,,2966 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5
,,,,2967 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5
,,,,2968 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5
,,,,2969 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5
,,,,2970 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5
,,,,2971 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5
,,,,2972 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5
,,,,2973 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5
,,,,2974 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6
,,,,2975 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6
,,,,2976 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6
,,,,2977 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6
,,,,2978 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6
,,,,2979 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6
,,,,2980 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6
,,,,2981 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6
,,,,2982 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6
,,,,2983 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7
,,,,2984 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7
,,,,2985 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7
,,,,2986 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7
,,,,2987 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7
,,,,2988 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8
,,,,2989 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8
,,,,2990 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8
,,,,2991 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8
,,,,2992 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8
,,,,2993 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8
,,,,2994 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8
,,,,2995 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9
,,,,2996 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9
,,,,2997 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9
,,,,2998 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9
,,,,2999 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9
,,,,3000 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10
,,,,3001 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10
,,,,3002 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11
,,,,3003 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11
,,,,3004 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12
,,,,3005 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12
,,,,3006 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12
,,,,3007 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3008 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3009 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3010 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3011 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3012 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3013 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3014 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3015 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3016 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3017 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3018 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3019 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3020 PAG-SC Pou4f1 Zic1 Glut_1
,,,,3021 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3022 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3023 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3024 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3025 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3026 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3027 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3028 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3029 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3030 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3031 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3032 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3033 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3034 PAG-SC Pou4f1 Zic1 Glut_2
,,,,3035 PAG-SC Pou4f1 Zic1 Glut_3
,,,,3036 PAG-SC Pou4f1 Zic1 Glut_3
,,,,3037 PAG-SC Pou4f1 Zic1 Glut_3
,,,,3038 PAG-SC Pou4f1 Zic1 Glut_3
,,,,3039 PAG-SC Pou4f1 Zic1 Glut_3
,,,,3040 PAG-MRN Tfap2b Glut_1
,,,,3041 PAG-MRN Tfap2b Glut_1
,,,,3042 PAG-MRN Tfap2b Glut_1
,,,,3043 PAG-MRN Tfap2b Glut_1
,,,,3044 PAG-MRN Tfap2b Glut_1
,,,,3045 PAG-MRN Tfap2b Glut_1
,,,,3046 PAG-MRN Tfap2b Glut_1
,,,,3047 PAG-MRN Tfap2b Glut_1
,,,,3048 PAG-MRN Tfap2b Glut_1
,,,,3049 PAG-MRN Tfap2b Glut_1
,,,,3050 PAG-MRN Tfap2b Glut_1
,,,,3051 PAG-MRN Tfap2b Glut_1
,,,,3052 PAG-MRN Tfap2b Glut_1
,,,,3053 PAG-MRN Tfap2b Glut_1
,,,,3054 PAG-MRN Tfap2b Glut_1
,,,,3055 PAG-MRN Tfap2b Glut_1
,,,,3056 PAG-MRN Tfap2b Glut_1
,,,,3057 PAG-MRN Tfap2b Glut_1
,,,,3058 PAG-MRN Tfap2b Glut_1
,,,,3059 PAG-MRN Tfap2b Glut_1
,,,,3060 PAG-MRN Tfap2b Glut_1
,,,,3061 PAG-MRN Tfap2b Glut_1
,,,,3062 PAG-MRN Tfap2b Glut_1
,,,,3063 PAG-MRN Tfap2b Glut_1
,,,,3064 PAG-MRN Tfap2b Glut_1
,,,,3065 PAG-MRN Tfap2b Glut_1
,,,,3066 PAG-MRN Tfap2b Glut_1
,,,,3067 PAG-MRN Tfap2b Glut_1
,,,,3068 PAG-MRN Tfap2b Glut_1
,,,,3069 PAG-MRN Tfap2b Glut_1
,,,,3070 PAG-MRN Tfap2b Glut_1
,,,,3071 PAG-MRN Tfap2b Glut_1
,,,,3072 PAG-MRN Tfap2b Glut_2
,,,,3073 PAG-MRN Tfap2b Glut_2
,,,,3074 PAG-MRN Tfap2b Glut_2
,,,,3075 PAG-MRN Tfap2b Glut_2
,,,,3076 PAG-MRN Tfap2b Glut_2
,,,,3077 PAG Pou4f1 Bnc2 Glut_1
,,,,3078 PAG Pou4f1 Bnc2 Glut_1
,,,,3079 PAG Pou4f1 Bnc2 Glut_1
,,,,3080 PAG Pou4f1 Bnc2 Glut_1
,,,,3081 PAG Pou4f1 Bnc2 Glut_1
,,,,3082 PAG Pou4f1 Bnc2 Glut_1
,,,,3083 PAG Pou4f1 Bnc2 Glut_1
,,,,3084 PAG Pou4f1 Bnc2 Glut_1
,,,,3085 PAG Pou4f1 Bnc2 Glut_1
,,,,3086 PAG Pou4f1 Bnc2 Glut_1
,,,,3087 PAG Pou4f1 Bnc2 Glut_1
,,,,3088 PAG Pou4f1 Bnc2 Glut_2
,,,,3089 PAG Pou4f1 Bnc2 Glut_2
,,,,3090 PAG Pou4f1 Bnc2 Glut_2
,,,,3091 PAG Pou4f1 Bnc2 Glut_2
,,,,3092 PAG Pou4f1 Bnc2 Glut_2
,,,,3093 PAG Pou4f1 Bnc2 Glut_2
,,,,3094 PAG Pou4f1 Bnc2 Glut_2
,,,,3095 PAG Pou4f1 Bnc2 Glut_2
,,,,3096 PAG Pou4f1 Bnc2 Glut_2
,,,,3097 PAG Pou4f1 Bnc2 Glut_2
,,,,3098 PAG Pou4f1 Bnc2 Glut_2
,,,,3099 PAG Pou4f1 Ebf2 Glut_1
,,,,3100 PAG Pou4f1 Ebf2 Glut_1
,,,,3101 PAG Pou4f1 Ebf2 Glut_1
,,,,3102 PAG Pou4f1 Ebf2 Glut_1
,,,,3103 PAG Pou4f1 Ebf2 Glut_1
,,,,3104 PAG Pou4f1 Ebf2 Glut_1
,,,,3105 PAG Pou4f1 Ebf2 Glut_1
,,,,3106 PAG Pou4f1 Ebf2 Glut_1
,,,,3107 PAG Pou4f1 Ebf2 Glut_1
,,,,3108 PAG Pou4f1 Ebf2 Glut_1
,,,,3109 PAG Pou4f1 Ebf2 Glut_2
,,,,3110 PAG Pou4f1 Ebf2 Glut_2
,,,,3111 PAG Pou4f1 Ebf2 Glut_2
,,,,3112 PAG Pou4f1 Ebf2 Glut_2
,,,,3113 PAG Pou4f1 Ebf2 Glut_2
,,,,3114 PAG Pou4f1 Ebf2 Glut_2
,,,,3115 PAG Pou4f1 Ebf2 Glut_2
,,,,3116 PAG Pou4f1 Ebf2 Glut_2
,,,,3117 PAG Pou4f1 Ebf2 Glut_2
,,,,3118 PAG Pou4f1 Ebf2 Glut_3
,,,,3119 PAG Pou4f1 Ebf2 Glut_3
,,,,3120 PAG Pou4f1 Ebf2 Glut_3
,,,,3121 PAG Pou4f1 Ebf2 Glut_3
,,,,3122 PAG Pou4f1 Ebf2 Glut_3
,,,,3123 PAG Pou4f1 Ebf2 Glut_3
,,,,3124 PAG Pou4f1 Ebf2 Glut_4
,,,,3125 PAG Pou4f1 Ebf2 Glut_4
,,,,3126 PAG Pou4f1 Ebf2 Glut_4
,,,,3127 PAG Pou4f1 Ebf2 Glut_4
,,,,3128 PAG Pou4f1 Ebf2 Glut_4
,,,,3129 PAG Pou4f1 Ebf2 Glut_4
,,,,3130 PAG Pou4f1 Ebf2 Glut_4
,,,,3131 PAG Pou4f1 Ebf2 Glut_4
,,,,3132 PAG Pou4f1 Ebf2 Glut_5
,,,,3133 PAG Pou4f1 Ebf2 Glut_5
,,,,3134 PAG Pou4f1 Ebf2 Glut_6
,,,,3135 PAG Pou4f1 Ebf2 Glut_6
,,,,3136 PAG Pou4f1 Ebf2 Glut_6
,,,,3137 PAG Pou4f1 Ebf2 Glut_6
,,,,3138 PAG Pou4f1 Ebf2 Glut_7
,,,,3139 PAG Pou4f1 Ebf2 Glut_7
,,,,3140 PAG Pou4f1 Ebf2 Glut_7
,,,,3141 PAG Pou4f1 Ebf2 Glut_7
,,,,3142 PAG Pou4f1 Ebf2 Glut_8
,,,,3143 PAG Pou4f2 Glut_1
,,,,3144 PAG Pou4f2 Glut_1
,,,,3145 PAG Pou4f2 Glut_1
,,,,3146 PAG Pou4f2 Glut_1
,,,,3147 PAG Pou4f2 Glut_1
,,,,3148 PAG Pou4f2 Glut_1
,,,,3149 PAG Pou4f2 Glut_1
,,,,3150 PAG Pou4f2 Glut_1
,,,,3151 PAG Pou4f2 Glut_1
,,,,3152 PAG Pou4f2 Glut_1
,,,,3153 PAG Pou4f2 Glut_1
,,,,3154 PAG Pou4f2 Glut_1
,,,,3155 PAG Pou4f2 Glut_1
,,,,3156 PAG Pou4f2 Glut_2
,,,,3157 PAG Pou4f2 Glut_2
,,,,3158 PAG Pou4f2 Glut_2
,,,,3159 PAG Pou4f2 Glut_2
,,,,3160 PAG Pou4f2 Glut_2
,,,,3161 PAG Pou4f2 Glut_2
,,,,3162 PAG Pou4f2 Glut_3
,,,,3163 PAG Pou4f2 Glut_3
,,,,3164 PAG Pou4f2 Glut_3
,,,,3165 PAG Pou4f2 Glut_3
,,,,3166 PAG Pou4f2 Glut_3
,,,,3167 PAG Pou4f2 Glut_4
,,,,3168 PAG Pou4f2 Glut_4
,,,,3169 PAG Pou4f2 Glut_4
,,,,3170 PAG Pou4f2 Glut_4
,,,,3171 PAG Pou4f2 Glut_4
,,,,3172 PAG Pou4f2 Glut_5
,,,,3173 PAG Pou4f2 Glut_5
,,,,3174 PAG Pou4f2 Glut_5
,,,,3175 PAG Pou4f2 Glut_5
,,,,3176 PAG Pou4f2 Mesi2 Glut_1
,,,,3177 PAG Pou4f2 Mesi2 Glut_1
,,,,3178 PAG Pou4f2 Mesi2 Glut_1
,,,,3179 PAG Pou4f2 Mesi2 Glut_1
,,,,3180 PAG Pou4f2 Mesi2 Glut_1
,,,,3181 PAG Pou4f2 Mesi2 Glut_2
,,,,3182 PAG Pou4f2 Mesi2 Glut_2
,,,,3183 PAG Pou4f2 Mesi2 Glut_2
,,,,3184 PAG Pou4f2 Mesi2 Glut_2
,,,,3185 PAG Pou4f2 Mesi2 Glut_2
,,,,3186 PAG Pou4f2 Mesi2 Glut_2
,,,,3187 PAG Pou4f2 Mesi2 Glut_2
,,,,3188 PAG Pou4f2 Mesi2 Glut_3
,,,,3189 PAG Pou4f2 Mesi2 Glut_3
,,,,3190 PAG Pou4f2 Mesi2 Glut_3
,,,,3191 PAG Pou4f2 Mesi2 Glut_3
,,,,3192 PAG Pou4f2 Mesi2 Glut_3
,,,,3193 PAG Pou4f2 Mesi2 Glut_4
,,,,3194 PAG Pou4f2 Mesi2 Glut_4
,,,,3195 PAG Pou4f2 Mesi2 Glut_4
,,,,3196 PAG Pou4f2 Mesi2 Glut_5
,,,,3197 PAG Pou4f2 Mesi2 Glut_5
,,,,3198 PAG Pou4f2 Mesi2 Glut_5
,,,,3199 PAG Pou4f2 Mesi2 Glut_5
,,,,3200 PAG Pou4f2 Mesi2 Glut_6
,,,,3201 PAG Pou4f2 Mesi2 Glut_6
,,,,3202 PAG Pou4f2 Mesi2 Glut_6
,,,,3203 SC Bnc2 Glut_1
,,,,3204 SC Bnc2 Glut_2
,,,,3205 SC Bnc2 Glut_2
,,,,3206 SC Bnc2 Glut_3
,,,,3207 SC Bnc2 Glut_3
,,,,3208 SC Bnc2 Glut_3
,,,,3209 SC Bnc2 Glut_4
,,,,3210 SC Bnc2 Glut_4
,,,,3211 SCig Foxb1 Glut_1
,,,,3212 SCig Foxb1 Glut_1
,,,,3213 SCig Foxb1 Glut_1
,,,,3214 SCig Foxb1 Glut_1
,,,,3215 SCig Foxb1 Glut_1
,,,,3216 SCig Foxb1 Glut_1
,,,,3217 SCig Foxb1 Glut_1
,,,,3218 SCig Foxb1 Glut_1
,,,,3219 SCig Foxb1 Glut_1
,,,,3220 SCig Foxb1 Glut_1
,,,,3221 SCig Foxb1 Glut_2
,,,,3222 SCig Foxb1 Glut_2
,,,,3223 SCig Foxb1 Glut_2
,,,,3224 SCig Foxb1 Glut_2
,,,,3225 SCig Foxb1 Glut_2
,,,,3226 SCig Foxb1 Glut_2
,,,,3227 SCig Foxb1 Glut_3
,,,,3228 SCig Foxb1 Glut_3
,,,,3229 SCig Foxb1 Glut_3
,,,,3230 SCig Foxb1 Glut_3
,,,,3231 SCig Foxb1 Glut_3
,,,,3232 SCig Foxb1 Glut_3
,,,,3233 SCig Foxb1 Glut_3
,,,,3234 SCig Foxb1 Glut_4
,,,,3235 SCig Foxb1 Glut_4
,,,,3236 SCig Foxb1 Glut_4
,,,,3237 SCig Foxb1 Glut_4
,,,,3238 SCig Foxb1 Glut_4
,,,,3239 SCig Foxb1 Glut_4
,,,,3240 SCig Foxb1 Glut_4
,,,,3241 SCig-an-PPT Foxb1 Glut_1
,,,,3242 SCig-an-PPT Foxb1 Glut_1
,,,,3243 SCig-an-PPT Foxb1 Glut_1
,,,,3244 SCig-an-PPT Foxb1 Glut_1
,,,,3245 SCig-an-PPT Foxb1 Glut_1
,,,,3246 SCig-an-PPT Foxb1 Glut_1
,,,,3247 SCig-an-PPT Foxb1 Glut_1
,,,,3248 SCig-an-PPT Foxb1 Glut_1
,,,,3249 SCig-an-PPT Foxb1 Glut_1
,,,,3250 SCig-an-PPT Foxb1 Glut_1
,,,,3251 SCig-an-PPT Foxb1 Glut_1
,,,,3252 SCig Foxb1 Otx2 Glut_1
,,,,3253 SCig Foxb1 Otx2 Glut_1
,,,,3254 SCig Foxb1 Otx2 Glut_1
,,,,3255 SCig Foxb1 Otx2 Glut_1
,,,,3256 SCdg-PAG Tfap2b Glut_1
,,,,3257 SCdg-PAG Tfap2b Glut_1
,,,,3258 SCdg-PAG Tfap2b Glut_1
,,,,3259 SCdg-PAG Tfap2b Glut_1
,,,,3260 SCdg-PAG Tfap2b Glut_1
,,,,3261 SCdg-PAG Tfap2b Glut_1
,,,,3262 SCdg-PAG Tfap2b Glut_1
,,,,3263 SCiw Pitx2 Glut_1
,,,,3264 SCiw Pitx2 Glut_1
,,,,3265 SCiw Pitx2 Glut_1
,,,,3266 SCiw Pitx2 Glut_1
